"ID","a_T0","a_Tm","a_c","pEA_T0","pEA_Tm","pEA_c","EFD_T0","EFD_Tm","EFD_c","mu_th_T0","mu_th_Tm","mu_th_c","MDR_T0","MDR_Tm","MDR_c","PDR_T0","PDR_Tm","PDR_c","b_T0","b_Tm","b_c","pMI_T0","pMI_Tm","pMI_c"
1,16.0273186700233,40.1534881552644,0.000212800246488059,14.2944323291047,37.7960074355586,-0.00678232429793386,15.4718512639725,35.3794815366388,0.00723539545257373,9.12353876759296,38.1111235024694,-0.135768780559839,11.1658445753454,39.5252222742025,7.92278139861705e-05,6.74157930892708,47.6119928040073,5.24041735174916e-05,15.4515861062292,35.4124243086584,0.000655888740517266,10.1585491096188,35.914836903945,0.000474375227297756
2,14.7954733320164,40.2648195820935,0.000230526242391291,13.5708422377176,38.1153872054901,-0.00619652706572424,17.8580241250335,34.7093587119206,0.0125941097113935,8.5950130265274,37.7462288219924,-0.127789682704421,10.5132977605049,39.006470795148,7.04639454810463e-05,10.35732110317,44.1972591789427,6.94247865417501e-05,20.7965693475296,36.0641554537255,0.00111336900319451,8.76983491065446,38.1472068198386,0.000365644802853514
3,15.426870145023,40.1321727354846,0.000228294120158432,13.3205519443789,38.3528519554459,-0.00584869901251882,22.7345442890906,34.3696948918466,0.0106456545128417,10.3985257242878,36.9755213853085,-0.162036159163759,12.6038528316007,39.0583080105453,8.43048715094193e-05,13.1271402286117,43.12425677126,8.30531516638316e-05,14.2515143671193,35.467611585259,0.000713464455680922,12.0569952200716,37.8061978451461,0.000418105746654606
4,12.7302503765329,40.0475538779058,0.000184202297923994,12.9186627713748,38.3290919550199,-0.00559442655530778,13.5678198387823,36.8362966571783,0.00477275263409378,8.05127236392805,37.619991387298,-0.13023778728132,12.4033436643541,39.0377481938875,8.21673552753576e-05,2.88111553498865,42.6987970204281,5.39289518657909e-05,16.6252517637241,36.9934291060782,0.000628630759697087,13.5080969027345,36.1115016738219,0.000537271223736246
5,10.8952101032518,40.059704447964,0.000163678489219406,13.4403207052928,38.1559901815394,-0.00599932759122284,9.67299040136059,34.4589124102396,0.00536399247927593,7.40536118773823,37.249402243269,-0.14136135083967,11.1818760679149,39.6667879445405,7.53214656985607e-05,9.76354675508396,43.6305195656291,7.18630859168109e-05,16.305254553486,37.3069308712722,0.000677205472909654,14.3445700631347,36.1593453818907,0.000597695179900409
6,10.6258781965685,40.0295592841699,0.000153841484072322,13.1016627141126,38.008057937602,-0.0057911239837363,9.22218587120364,34.2492712096849,0.00620610764524688,10.3434772415025,39.2218888934716,-0.1548573446668,15.3105662835985,39.0114009658549,0.000109596004729002,11.1570186381906,43.096025653016,6.88899084954962e-05,16.7783561034838,35.8670833623121,0.000860113814216027,12.8557716889673,36.1349529063415,0.000527459576817539
7,14.9749739156361,40.0679769018569,0.000247488838971881,14.112889205612,38.5606014028337,-0.00610065231830437,17.0632010354343,34.2598851086653,0.0119026651026628,7.38295969646094,37.6073279618594,-0.132838125218734,12.1024897584517,39.0411576327193,8.19413414629869e-05,11.2224284399081,45.9179944737811,6.25751060060184e-05,17.0260280995865,36.46528453905,0.000740934642956854,4.01467293824292,37.2692516556013,0.000360662386099817
8,18.4325375387349,40.0017113282165,0.000348118908790397,13.921220846633,38.3914456249257,-0.00602118936963109,9.8183482687434,34.0832757384679,0.00692623045207635,8.80843603996217,36.712321138755,-0.146123935755745,10.364667972763,39.0254586341576,7.20778384373031e-05,6.06924894682883,42.096617068695,5.47450514932824e-05,19.1265643961259,35.5871218245752,0.00101020861703431,15.1395848133905,38.2232258494358,0.000474012904555777
9,15.243948220675,40.0211729396656,0.000244802209573325,13.752484676839,37.885915948819,-0.00653346606452118,13.5820451357739,34.5780440585441,0.00810488403713168,9.192647544128,38.4729248283127,-0.136586193092395,10.0016204962726,39.5735227905698,6.41848041710124e-05,17.1183683601917,44.1927767285315,9.97307894185245e-05,14.6158992537385,35.7001606282803,0.000622508286280797,4.94527893468098,37.9433312840385,0.000314112704460998
10,8.81480293255571,40.0027862497842,0.000144225611239928,13.2164308464201,38.1492033918396,-0.00557461906814419,14.6961919707124,34.7187168392065,0.0080840935059926,10.37646349832,37.6599303392187,-0.160069274477965,9.79326996806407,40.0216306358051,6.43476329165001e-05,9.23675704522224,42.3490724166518,6.53090748785449e-05,18.1406513166531,36.0639586281368,0.000739593923546124,11.4598426267933,36.6234066262487,0.0004527781651876
